Unidades Curriculares,Código Fénix,"Nova Codificação",Turno,Semestre,Docentes,2.a,3.a,4.a,5.a,6.a,Sáb
Francês C2,85792,LLE3073,TP1,S2,Guilhermina Augusta Pelicano Jorge,,11:00-12:30,11:00-12:30,,,
Francês C2,85792,LLE3073,TP1 - ZOOM,S2,Guilhermina Augusta Pelicano Jorge,11:00-12:30,,,,,
Génese e Consolidação do Pensamento Arqueológico,76346,HIS2056,TP1 - ZOOM,S1,Mariana Teodósia de Lemos Castelo Branco Dinis,11:00-12:30,,,,,
Génese e Consolidação do Pensamento Arqueológico,76346,HIS2056,TP1A,S1,Mariana Teodósia de Lemos Castelo Branco Dinis,,11:00-12:30,,,,
Génese e Consolidação do Pensamento Arqueológico,76346,HIS2056,TP1B,S1,Mariana Teodósia de Lemos Castelo Branco Dinis,,12:30-14:00,,,,
Génese e Evolução da Humanidade,77531,HIS2057,TP1 - ZOOM,S1,João Pedro de Paiva Gomes Cunha Ribeiro,,,14:00-15:30,,,
Génese e Evolução da Humanidade,77531,HIS2057,TP1A,S1,João Pedro de Paiva Gomes Cunha Ribeiro,,12:30-14:00,,,,
Génese e Evolução da Humanidade,77531,HIS2057,TP1B,S1,João Pedro de Paiva Gomes Cunha Ribeiro,,14:00-15:30,,,,
Génese e Evolução da Humanidade,77531,HIS2057,TP2 - ZOOM,S1,Ana Catarina de Freitas Alves Bravo de Sousa,,,,09:30-11:00,,
Génese e Evolução da Humanidade,77531,HIS2057,TP2A,S1,Ana Catarina de Freitas Alves Bravo de Sousa,,,09:30-11:00,,,
Unidades Curriculares,Código Fénix,"NovaCodificação",Turno,Semestre,Docentes,2.a,3.a,4.a,5.a,6.a,Sáb
Génese e Evolução da Humanidade,77531,HIS2057,TP2B,S1,Ana Catarina de Freitas Alves Bravo de Sousa,,,11:00-12:30,,,
Génese e Evolução da Humanidade,77531,HIS2057,TP3 - ZOOM,S1,Elisa Rosa Barbosa de Sousa,15:30-17:00,,,,,
Génese e Evolução da Humanidade,77531,HIS2057,TP3A,S1,Elisa Rosa Barbosa de Sousa,,,15:30-17:00,,,
Génese e Evolução da Humanidade,77531,HIS2057,TP3B,S1,Elisa Rosa Barbosa de Sousa,,,17:00-18:30,,,
Geografia de África I: Recursos e Riscos Ambientais,25044,XIG2006,TP1 - ZOOM,S1,Docente a Indicar,,,09:30-11:00,,,
Geografia de África I: Recursos e Riscos Ambientais,25044,XIG2006,TP1A,S1,Docente a Indicar,,,,,09:30-11:00,
Geografia de África I: Recursos e Riscos Ambientais,25044,XIG2006,TP1B,S1,Docente a Indicar,,,,,11:00-12:30,
"Geografia de África II: População, Cidades e Geoeconomia",25055,XIG2007,TP1 - ZOOM,S2,Docente a Indicar,,,,11:00-12:30,,
"Geografia de África II: População, Cidades e Geoeconomia",25055,XIG2007,TP1A,S2,Docente a Indicar,11:00-12:30,,,,,
"Geografia de África II: População, Cidades e Geoeconomia",25055,XIG2007,TP1B,S2,Docente a Indicar,12:30-14:00,,,,,
Geografia do Turismo,23888,XIG2022,P,S1,IGOT,,,,,13:00-15:00,
Geografia do Turismo,23888,XIG2022,T,S1,IGOT,,13:00-15:00,,,,
Geografia dos Transportes e Comunicações,23881,XIG2018,P,S2,IGOT,15:00-17:00,,,,,
Geografia dos Transportes e Comunicações,23881,XIG2018,T - Videoconferência,S2,IGOT,,,,11:00-13:00,,
Geografia Económica e Social da Europa,20960,XIG2010,P1,S2,Ricardo Coscurão,,,13:00-15:00,,,
Geografia Económica e Social da Europa,20960,XIG2010,P2,S2,Docente a Indicar,,,15:00-17:00,,,
Geografia Económica e Social da Europa,20960,XIG2010,T1 - ZOOM,S2,Luís Moreno/Sérgio Claudino,14:00-15:00,14:00-15:00,,,,
Geografia Humana de Portugal,23884,XIG2019,P3,S2,IGOT,,,15:00-17:00,,,
Geografia Humana de Portugal,23884,XIG2019,T - Videoconferência,S2,IGOT,,,,15:00-16:00,15:00-16:00,
Geografia Política,22052,XIG2011,P,S1,IGOT,,,,,15:00-17:00,
Geografia Política,22052,XIG2011,T - Videoconferência,S1,IGOT,15:00-17:00,,,,,
Geografia Urbana,23886,XIG2020,P4,S2,IGOT,,,11:00-13:00,,,
Geografia Urbana,23886,XIG2020,P5,S2,IGOT,,,09:00-11:00,,,
Geografia Urbana,23886,XIG2020,T - Videoconferência,S2,IGOT,09:00-10:00,09:00-10:00,,,,
Geography of Sustainable Development,23889,XIG2023,P,S1,IGOT,,,13:00-15:00,,,
Geography of Sustainable Development,23889,XIG2023,T - Videoconferência,S1,IGOT,,17:00-19:00,,,,
Gestão Cultural,51080,LAC2051,TP1 - ZOOM,S1,Nelson Pinheiro Gomes,,18:30-20:00,,,,
Gestão Cultural,51080,LAC2051,TP1A,S1,Nelson Pinheiro Gomes,,,15:30-17:00,,,
Gestão Cultural,51080,LAC2051,TP1B,S1,Nelson Pinheiro Gomes,,,17:00-18:30,,,
Unidades Curriculares,Código Fénix,"NovaCodificação",Turno,Semestre,Docentes,2.a,3.a,4.a,5.a,6.a,Sáb
Gestão Cultural,51080,LAC2051,TP2 - ZOOM,S1,Carlos Manuel da Conceição Guardado da Silva,,15:30-17:00,,,,
Gestão Cultural,51080,LAC2051,TP2A,S1,Carlos Manuel da Conceição Guardado da Silva,,,,,15:30-17:00,
Gestão Cultural,51080,LAC2051,TP2B,S1,Carlos Manuel da Conceição Guardado da Silva,,,,,17:00-18:30,
Grego I,41090,LLE1083,TP1,S1,Cristina Maria Negrão Abranches Guerreiro,,12:30-14:00,12:30-14:00,,,
Grego I,41090,LLE1083,TP1 - ZOOM,S1,Cristina Maria Negrão Abranches Guerreiro,12:30-14:00,,,,,
Grego II,41106,LLE1084,TP1,S2,Ana Alexandra Tibúrcio Lopes Alves de Sousa,12:30-14:00,,12:30-14:00,,,
Grego II,41106,LLE1084,TP1 - ZOOM,S2,Ana Alexandra Tibúrcio Lopes Alves de Sousa,,,,12:30-14:00,,
Grego III,41110,LLE2083,TP1 - Para 2.o Ano,S1,Cristina Maria Negrão Abranches Guerreiro,,11:00-12:30,11:00-12:30,,,
Grego III,41110,LLE2083,TP1 - Para 2.o Ano ZOOM,S1,Cristina Maria Negrão Abranches Guerreiro,11:00-12:30,,,,,
Grego III,41110,LLE2083,TP2 - Para 3.o Ano,S1,Ana Alexandra Tibúrcio Lopes Alves de Sousa,,15:30-17:00,,15:30-17:00,,
Grego III,41110,LLE2083,TP2 - Para 3.o Ano - ZOOM,S1,Ana Alexandra Tibúrcio Lopes Alves de Sousa,15:30-17:00,,,,,
Grego IV,41121,LLE2084,TP1 - Para 2.o Ano,S2,Nereida Villagra Hidalgo,15:30-17:00,15:30-17:00,,,,
Grego IV,41121,LLE2084,TP1 - Para 2.o Ano - ZOOM,S2,Nereida Villagra Hidalgo,,,15:30-17:00,,,
Grego IV,41121,LLE2084,TP2 - Para 3.o Ano,S2,Ana Alexandra Tibúrcio Lopes Alves de Sousa,11:00-12:30,,11:00-12:30,,,
Grego IV,41121,LLE2084,TP2 - Para 3.o Ano - ZOOM,S2,Ana Alexandra Tibúrcio Lopes Alves de Sousa,,,,11:00-12:30,,
Hermenêutica e Poética,FIL2060,FIL2060,TP1 - ZOOM,S2,Guiomar Mafalda Maia Faria Blanc,12:30-14:00,,,,,
Hermenêutica e Poética,FIL2060,FIL2060,TP1A,S2,Guiomar Mafalda Maia Faria Blanc,,,12:30-14:00,,,
Hermenêutica e Poética,FIL2060,FIL2060,TP1B,S2,Guiomar Mafalda Maia Faria Blanc,,,,,12:30-14:00,
Hindi I (A1.1),56493,LLE1091,TP1,S1,Shiv Kumar Singh,18:30-20:00,,,18:30-20:00,,
Hindi I (A1.1),56493,LLE1091,TP1 - ZOOM,S1,Shiv Kumar Singh,,,,,18:30-20:00,
Hindi II (A1.2),56502,LLE1092,TP1,S2,Shiv Kumar Singh,,,,18:30-20:00,18:30-20:00,
Hindi II (A1.2),56502,LLE1092,TP1 - ZOOM,S2,Shiv Kumar Singh,,,18:30-20:00,,,
Hindi III (A2),57090,LLE2091,TP1,S1,Shiv Kumar Singh,15:30-17:00,,,15:30-17:00,,
Hindi III (A2),57090,LLE2091,TP1 - ZOOM,S1,Shiv Kumar Singh,,,,,15:30-17:00,
Hindi IV (B1.1),57106,LLE2092,TP1,S2,Shiv Kumar Singh,,,,17:00-18:30,17:00-18:30,
Hindi IV (B1.1),57106,LLE2092,TP1 - ZOOM,S2,Shiv Kumar Singh,,,17:00-18:30,,,
Hindi V (B1.2),57176,LLE3091,TP1,S1,Shiv Kumar Singh,17:00-18:30,,,17:00-18:30,,
Hindi V (B1.2),57176,LLE3091,TP1 - ZOOM,S1,Shiv Kumar Singh,,,,,17:00-18:30,
Hindi VI (B2.1),57180,LLE3092,TP1,S2,Shiv Kumar Singh,,,,15:30-17:00,15:30-17:00,
Unidades Curriculares,Código Fénix,"NovaCodificação",Turno,Semestre,Docentes,2.a,3.a,4.a,5.a,6.a,Sáb
Hindi VI (B2.1),57180,LLE3092,TP1 - ZOOM,S2,Shiv Kumar Singh,,,15:30-17:00,,,
Hispânia Antiga: Epigrafia e Sociedade,76287,HIS2115,TP1,S2,Amilcar Manuel Ribeiro Guerra,,,,09:30-11:00,,
Hispânia Antiga: Epigrafia e Sociedade,76287,HIS2115,TP1 - ZOOM,S2,Amilcar Manuel Ribeiro Guerra,,,,,09:30-11:00,
História Contemporânea (Economia e Sociedade),78146,HIS2059,TP1 - ZOOM,S1,Maria Alexandre Lopes Campanhã Lousada,,15:30-17:00,,,,
História Contemporânea (Economia e Sociedade),78146,HIS2059,TP1A,S1,Maria Alexandre Lopes Campanhã Lousada,15:30-17:00,,,,,
História Contemporânea (Economia e Sociedade),78146,HIS2059,TP1B,S1,Maria Alexandre Lopes Campanhã Lousada,17:00-18:30,,,,,
História Contemporânea (Economia e Sociedade),78146,HIS2059,TP2 - ZOOM,S1,Teresa Maria e Sousa Nunes,,,12:30-14:00,,,
História Contemporânea (Economia e Sociedade),78146,HIS2059,TP2A,S1,Teresa Maria e Sousa Nunes,09:30-11:00,,,,,
História Contemporânea (Economia e Sociedade),78146,HIS2059,TP2B,S1,Teresa Maria e Sousa Nunes,11:00-12:30,,,,,
História Contemporânea (Política e Cultura),78150,HIS2060,TP1 - ZOOM,S1,Sérgio Carneiro de Campos Matos,,,,,09:30-11:00,
História Contemporânea (Política e Cultura),78150,HIS2060,TP1A,S1,Sérgio Carneiro de Campos Matos,,,,09:30-11:00,,
História Contemporânea (Política e Cultura),78150,HIS2060,TP1B,S1,Sérgio Carneiro de Campos Matos,,,,11:00-12:30,,
História Contemporânea (Política e Cultura),78150,HIS2060,TP2 - ZOOM,S1,Maria Alexandre Lopes Campanhã Lousada,,17:00-18:30,,,,
História Contemporânea (Política e Cultura),78150,HIS2060,TP2A,S1,Maria Alexandre Lopes Campanhã Lousada,,,,15:30-17:00,,
História Contemporânea (Política e Cultura),78150,HIS2060,TP2B,S1,Maria Alexandre Lopes Campanhã Lousada,,,,17:00-18:30,,
História Contemporânea de Portugal,78045,HIS2061,TP1 - ZOOM,S1,António Adriano de Ascensão Pires Ventura,,11:00-12:30,,,,
História Contemporânea de Portugal,78045,HIS2061,TP1A,S1,António Adriano de Ascensão Pires Ventura,09:30-11:00,,,,,
História Contemporânea de Portugal,78045,HIS2061,TP1B,S1,António Adriano de Ascensão Pires Ventura,11:00-12:30,,,,,
História Contemporânea de Portugal,78045,HIS2061,TP2 e TP3 - ZOOM,S1,Ernesto Saturnino Dá Mesquita Castro Leal,,,,,15:30-17:00,
História Contemporânea de Portugal,78045,HIS2061,TP2A,S1,Ernesto Saturnino Dá Mesquita Castro Leal,,,,15:30-17:00,,
História Contemporânea de Portugal,78045,HIS2061,TP2B,S1,Ernesto Saturnino Dá Mesquita Castro Leal,,,,17:00-18:30,,
História Contemporânea de Portugal,78045,HIS2061,TP3A,S1,Ernesto Saturnino Dá Mesquita Castro Leal,15:30-17:00,,,,,
História Contemporânea de Portugal,78045,HIS2061,TP3B,S1,Ernesto Saturnino Dá Mesquita Castro Leal,17:00-18:30,,,,,
História Contemporânea de Portugal,78045,HIS2061,TP4 - ZOOM,S1,AnnaRita Gori/Joana Fraga/Maria Alexandre Lopes Campanhã Lousada/Rui Ramos,,,,,12:30-14:00,
História Contemporânea de Portugal,78045,HIS2061,TP4A,S1,AnnaRita Gori/Joana Fraga/Maria Alexandre Lopes Campanhã Lousada/Rui Ramos,12:30-14:00,,,,,
História Contemporânea de Portugal,78045,HIS2061,TP4B,S1,AnnaRita Gori/Joana Fraga/Maria Alexandre Lopes Campanhã Lousada/Rui Ramos,,,,12:30-14:00,,
História da Alimentação,78385,HIS2116,TP1,S2,Isabel Maria Ribeiro Mendes Drumond Braga,,,15:30-17:00,,,
História da Alimentação,78385,HIS2116,TP1 - ZOOM,S2,Isabel Maria Ribeiro Mendes Drumond Braga,,17:00-18:30,,,,
História da Antiguidade Clássica,77590,HIS2160,TP1 - ZOOM,S1,Amilcar Manuel Ribeiro Guerra,,,,08:00-09:30,,
Unidades Curriculares,Código Fénix,"NovaCodificação",Turno,Semestre,Docentes,2.a,3.a,4.a,5.a,6.a,Sáb
História da Antiguidade Clássica,77590,HIS2160,TP1A,S1,Amilcar Manuel Ribeiro Guerra,,,15:30-17:00,,,
História da Antiguidade Clássica,77590,HIS2160,TP1B,S1,Amilcar Manuel Ribeiro Guerra,,,17:00-18:30,,,
História da Antiguidade Clássica,77590,HIS2160,TP2 - ZOOM,S1,Rodrigo Miguel Correia Furtado,,,,14:00-15:30,,
História da Antiguidade Clássica,77590,HIS2160,TP2A,S1,Rodrigo Miguel Correia Furtado,,,,,14:00-15:30,
História da Antiguidade Clássica,77590,HIS2160,TP2B,S1,Rodrigo Miguel Correia Furtado,,,,,15:30-17:00,
História da Antiguidade Clássica,77590,HIS2160,TP3 - ZOOM,S2,Martim Horta/Nuno Manuel Simões Rodrigues,,08:00-09:30,,,,
História da Antiguidade Clássica,77590,HIS2160,TP3A,S2,Martim Horta/Nuno Manuel Simões Rodrigues,,,,,08:00-09:30,
História da Antiguidade Clássica,77590,HIS2160,TP3B,S2,Martim Horta/Nuno Manuel Simões Rodrigues,,,,,09:30-11:00,
História da Antiguidade Pré-Clássica,77575,HIS2062,TP1 e TP3 - ZOOM,S1,Rogério Paulo Nunes Ferreira de Sousa,,,,,12:30-14:00,
História da Antiguidade Pré-Clássica,77575,HIS2062,TP1A,S1,Rogério Paulo Nunes Ferreira de Sousa,09:30-11:00,,,,,
História da Antiguidade Pré-Clássica,77575,HIS2062,TP1B,S1,Rogério Paulo Nunes Ferreira de Sousa,11:00-12:30,,,,,
História da Antiguidade Pré-Clássica,77575,HIS2062,TP2 - ZOOM,S1,António Joaquim Ramos dos Santos,17:00-18:30,,,,,
História da Antiguidade Pré-Clássica,77575,HIS2062,TP2A,S1,António Joaquim Ramos dos Santos,,17:00-18:30,,,,
História da Antiguidade Pré-Clássica,77575,HIS2062,TP2B,S1,António Joaquim Ramos dos Santos,,,,,17:00-18:30,
História da Antiguidade Pré-Clássica,77575,HIS2062,TP3A,S1,Rogério Paulo Nunes Ferreira de Sousa,,,,14:00-15:30,,
História da Antiguidade Pré-Clássica,77575,HIS2062,TP3B,S1,Rogério Paulo Nunes Ferreira de Sousa,,,,15:30-17:00,,
História da Arqueologia em Portugal,78194,HIS2063,TP1 - ZOOM,S2,António Manuel Gonçalves de Carvalho/João Pedro de Paiva Gomes Cunha Ribeiro,,,12:30-14:00,,,
História da Arqueologia em Portugal,78194,HIS2063,TP1A,S2,António Manuel Gonçalves de Carvalho/João Pedro de Paiva Gomes Cunha Ribeiro,,,,12:30-14:00,,
História da Arqueologia em Portugal,78194,HIS2063,TP1B,S2,António Manuel Gonçalves de Carvalho/João Pedro de Paiva Gomes Cunha Ribeiro,,,,14:00-15:30,,
História da Cultura Portuguesa,99116,LAC2218,TP1 - ZOOM,S2,Ernesto José Rodrigues,,17:00-18:30,,,,
História da Cultura Portuguesa,99116,LAC2218,TP1A,S2,Ernesto José Rodrigues,,,,14:00-15:30,,
História da Cultura Portuguesa,99116,LAC2218,TP1B,S2,Ernesto José Rodrigues,,,,15:30-17:00,,
História da Língua Portuguesa,84075,LIN2018,TP1 - ZOOM,S1,Esperança Maria da Cruz Marreiros Cardeira,,,14:00-15:30,,,
História da Língua Portuguesa,84075,LIN2018,TP1A,S1,Esperança Maria da Cruz Marreiros Cardeira,11:00-12:30,,,,,
História da Língua Portuguesa,84075,LIN2018,TP1B,S1,Esperança Maria da Cruz Marreiros Cardeira,14:00-15:30,,,,,
História da Língua Portuguesa,84075,LIN2018,TP2 - ZOOM,S2,Ana Maria Martins,,15:30-17:00,,,,
História da Língua Portuguesa,84075,LIN2018,TP2A,S2,Ana Maria Martins,,,,14:00-15:30,,
História da Língua Portuguesa,84075,LIN2018,TP2B,S2,Ana Maria Martins,,,,15:30-17:00,,
História da Maçonaria em Portugal (sécs. XIX-XX),75754,HIS2118,TP1 - ZOOM,S2,António Adriano de Ascensão Pires Ventura,,15:30-17:00,,,,
Unidades Curriculares,Código Fénix,"NovaCodificação",Turno,Semestre,Docentes,2.a,3.a,4.a,5.a,6.a,Sáb
História da Maçonaria em Portugal (sécs. XIX-XX),75754,HIS2118,TP1A,S2,António Adriano de Ascensão Pires Ventura,09:30-11:00,,,,,
História da Maçonaria em Portugal (sécs. XIX-XX),75754,HIS2118,TP1B,S2,António Adriano de Ascensão Pires Ventura,11:00-12:30,,,,,
História da Marinha,77404,HIS2119,TP1,S1,Francisco José Rogado Contente Domingues/José Manuel Henriques Varandas,14:00-15:30,,,,,
História da Marinha,77404,HIS2119,TP1 - ZOOM,S1,Francisco José Rogado Contente Domingues/José Manuel Henriques Varandas,,14:00-15:30,,,,
História das Culturas da Antiguidade Clássica,77606,HIS2069,TP1 - ZOOM,S2,Nuno Manuel Simões Rodrigues,,09:30-11:00,,,,
História das Culturas da Antiguidade Clássica,77606,HIS2069,TP1A,S2,Nuno Manuel Simões Rodrigues,,,,08:00-09:30,,
História das Culturas da Antiguidade Clássica,77606,HIS2069,TP1B,S2,Nuno Manuel Simões Rodrigues,,,,09:30-11:00,,
História das Culturas da Antiguidade Clássica,77606,HIS2069,TP2 - ZOOM,S2,Ana Maria dos Santos Lóio,,14:00-15:30,,,,
História das Culturas da Antiguidade Clássica,77606,HIS2069,TP2A,S2,Ana Maria dos Santos Lóio,,,,,14:00-15:30,
História das Culturas da Antiguidade Clássica,77606,HIS2069,TP2B,S2,Ana Maria dos Santos Lóio,,,,,15:30-17:00,
História das Culturas da Antiguidade Pré-Clássica,77586,HIS2070,TP1 - ZOOM,S2,Rogério Paulo Nunes Ferreira de Sousa,,,,,09:30-11:00,
História das Culturas da Antiguidade Pré-Clássica,77586,HIS2070,TP1A,S2,Rogério Paulo Nunes Ferreira de Sousa,08:00-09:30,,,,,
História das Culturas da Antiguidade Pré-Clássica,77586,HIS2070,TP1B,S2,Rogério Paulo Nunes Ferreira de Sousa,09:30-11:00,,,,,
História das Culturas da Antiguidade Pré-Clássica,77586,HIS2070,TP2 - ZOOM,S2,António Joaquim Ramos dos Santos,,17:00-18:30,,,,
História das Culturas da Antiguidade Pré-Clássica,77586,HIS2070,TP2A,S2,António Joaquim Ramos dos Santos,,,17:00-18:30,,,
História das Culturas da Antiguidade Pré-Clássica,77586,HIS2070,TP2B,S2,António Joaquim Ramos dos Santos,,,,,17:00-18:30,
História das Culturas da Antiguidade Pré-Clássica,77586,HIS2070,TP3 - ZOOM,S2,Docente a Indicar,,15:30-17:00,,,,
História das Culturas da Antiguidade Pré-Clássica,77586,HIS2070,TP3A,S2,Docente a Indicar,,,14:00-15:30,,,
História das Culturas da Antiguidade Pré-Clássica,77586,HIS2070,TP3B,S2,Docente a Indicar,,,15:30-17:00,,,
História das Culturas na Antiguidade Clássica,HIS2161,HIS2161,TP1 - ZOOM,S2,Nuno Manuel Simões Rodrigues,,09:30-11:00,,,,
História das Culturas na Antiguidade Clássica,HIS2161,HIS2161,TP1A,S2,Nuno Manuel Simões Rodrigues,,,,08:00-09:30,,
História das Culturas na Antiguidade Clássica,HIS2161,HIS2161,TP1B,S2,Nuno Manuel Simões Rodrigues,,,,09:30-11:00,,
História das Culturas na Antiguidade Clássica,HIS2161,HIS2161,TP2 - ZOOM,S2,Ana Maria dos Santos Lóio,,14:00-15:30,,,,
História das Culturas na Antiguidade Clássica,HIS2161,HIS2161,TP2A,S2,Ana Maria dos Santos Lóio,,,,,14:00-15:30,
História das Culturas na Antiguidade Clássica,HIS2161,HIS2161,TP2B,S2,Ana Maria dos Santos Lóio,,,,,15:30-17:00,
História das Ideias Contemporâneas,12126,FIL2004,TP1 - ZOOM,S1,Luísa Susete Afonso Soares,,,15:30-17:00,,,
História das Ideias Contemporâneas,12126,FIL2004,TP1A,S1,Luísa Susete Afonso Soares,,15:30-17:00,,,,
História das Ideias Contemporâneas,12126,FIL2004,TP1B,S1,Luísa Susete Afonso Soares,,17:00-18:30,,,,
História das Ideias Contemporâneas,12126,FIL2004,TP2 - ZOOM,S2,Luísa Susete Afonso Soares,,,17:00-18:30,,,
Unidades Curriculares,Código Fénix,"NovaCodificação",Turno,Semestre,Docentes,2.a,3.a,4.a,5.a,6.a,Sáb
História das Ideias Contemporâneas,12126,FIL2004,TP2A,S2,Luísa Susete Afonso Soares,15:30-17:00,,,,,
História das Ideias Contemporâneas,12126,FIL2004,TP2B,S2,Luísa Susete Afonso Soares,17:00-18:30,,,,,
História das Ideias Políticas na Europa Contemporânea,33625,FIL2006,TP1 - ZOOM,S2,Pedro José Calafate Villa Simões,,,,14:00-15:30,,
História das Ideias Políticas na Europa Contemporânea,33625,FIL2006,TP1A,S2,Pedro José Calafate Villa Simões,15:30-17:00,,,,,
História das Ideias Políticas na Europa Contemporânea,33625,FIL2006,TP1B,S2,Pedro José Calafate Villa Simões,17:00-18:30,,,,,
História das Ideias Políticas na Europa Contemporânea,33625,FIL2006,TP2 - ZOOM,S2,José Manuel Gomes da Silva André,,,,,14:00-15:30,
História das Ideias Políticas na Europa Contemporânea,33625,FIL2006,TP2A,S2,José Manuel Gomes da Silva André,,15:30-17:00,,,,
História das Ideias Políticas na Europa Contemporânea,33625,FIL2006,TP2B,S2,José Manuel Gomes da Silva André,,17:00-18:30,,,,
História das Relações Afro-Portuguesas,76870,HIS2072,TP1 - ZOOM,S1,Ana Paula Ribeiro Tavares/Maria Manuel Ferraz Torrão,,,14:00-15:30,,,
História das Relações Afro-Portuguesas,76870,HIS2072,TP1A,S1,Ana Paula Ribeiro Tavares/Maria Manuel Ferraz Torrão,15:30-17:00,,,,,
História das Relações Afro-Portuguesas,76870,HIS2072,TP1B,S1,Ana Paula Ribeiro Tavares/Maria Manuel Ferraz Torrão,17:00-18:30,,,,,
História de África — Sécs. XV-XX,78240,HIS2073,TP1 - ZOOM,S2,Ana Cristina Ribeiro Marques Roque/Augusto Manuel Saraiva do Nascimento Diniz,,,14:00-15:30,,,
História de África — Sécs. XV-XX,78240,HIS2073,TP1A,S2,Ana Cristina Ribeiro Marques Roque/Augusto Manuel Saraiva do Nascimento Diniz,,,,12:30-14:00,,
História de África — Sécs. XV-XX,78240,HIS2073,TP1B,S2,Ana Cristina Ribeiro Marques Roque/Augusto Manuel Saraiva do Nascimento Diniz,,,,14:00-15:30,,
História de África das Origens ao Século XV,76462,HIS2074,TP1 - ZOOM,S2,Amilcar Manuel Ribeiro Guerra/Ana Paula Ribeiro Tavares/José Alberto Rodrigues da Silva Tavim,,,,,11:00-12:30,
História de África das Origens ao Século XV,76462,HIS2074,TP1A,S2,Amilcar Manuel Ribeiro Guerra/Ana Paula Ribeiro Tavares/José Alberto Rodrigues da Silva Tavim,,11:00-12:30,,,,
História de África das Origens ao Século XV,76462,HIS2074,TP1B,S2,Amilcar Manuel Ribeiro Guerra/Ana Paula Ribeiro Tavares/José Alberto Rodrigues da Silva Tavim,,12:30-14:00,,,,
História de Angola,75850,HIS2121,TP1 - ZOOM,S1,Ana Paula Ribeiro Tavares,08:00-09:30,,,,,
História de Angola,75850,HIS2121,TP1A,S1,Ana Paula Ribeiro Tavares,,,,09:30-11:00,,
História de Angola,75850,HIS2121,TP1B,S1,Ana Paula Ribeiro Tavares,,,,11:00-12:30,,
História de Cabo Verde,75844,HIS2122,TP1 - ZOOM,S2,Maria João da Silva Rodrigues Soares/Maria Manuel Ferraz Torrão,11:00-12:30,,,,,
História de Cabo Verde,75844,HIS2122,TP1A,S2,Maria João da Silva Rodrigues Soares/Maria Manuel Ferraz Torrão,,09:30-11:00,,,,
História de Cabo Verde,75844,HIS2122,TP1B,S2,Maria João da Silva Rodrigues Soares/Maria Manuel Ferraz Torrão,,11:00-12:30,,,,
História de Lisboa,HIS2163,HIS2163,TP1 - ZOOM,S2,"Amilcar Manuel Ribeiro Guerra/Hermenegildo Nuno Goinhas Fernandes/José Manuel Damião SoaresRodrigues/Maria Alexandre Lopes Campanhã Lousada",,,,,14:00-15:30,
História de Lisboa,HIS2163,HIS2163,TP1A,S2,"Amilcar Manuel Ribeiro Guerra/Hermenegildo Nuno Goinhas Fernandes/José Manuel Damião SoaresRodrigues/Maria Alexandre Lopes Campanhã Lousada",,,,12:30-14:00,,
História de Lisboa,HIS2163,HIS2163,TP1B,S2,"Amilcar Manuel Ribeiro Guerra/Hermenegildo Nuno Goinhas Fernandes/José Manuel Damião SoaresRodrigues/Maria Alexandre Lopes Campanhã Lousada",,,,14:00-15:30,,
História do Al-Andaluz,77505,HIS2076,TP1 - ZOOM,S2,Hermenegildo Nuno Goinhas Fernandes,,,,,12:30-14:00,
História do Al-Andaluz,77505,HIS2076,TP1A,S2,Hermenegildo Nuno Goinhas Fernandes,,,11:00-12:30,,,
História do Al-Andaluz,77505,HIS2076,TP1B,S2,Hermenegildo Nuno Goinhas Fernandes,,,12:30-14:00,,,
Unidades Curriculares,Código Fénix,"NovaCodificação",Turno,Semestre,Docentes,2.a,3.a,4.a,5.a,6.a,Sáb
História do Brasil I,75266,HIS2077,TP1 - ZOOM,S1,Ângela Maria Vieira Domingues,,,,,17:00-18:30,
História do Brasil I,75266,HIS2077,TP1A,S1,Ângela Maria Vieira Domingues,08:00-09:30,,,,,
História do Brasil I,75266,HIS2077,TP1B,S1,Ângela Maria Vieira Domingues,,,,08:00-09:30,,
História do Cinema,97410,LAC2054,TP1 - ZOOM,S1,José Alberto Olivença Duarte,,,11:00-12:30,,,
História do Cinema,97410,LAC2054,TP1A,S1,José Alberto Olivença Duarte,,14:00-15:30,,,,
História do Cinema,97410,LAC2054,TP1B,S1,José Alberto Olivença Duarte,,15:30-17:00,,,,
História do Cinema,97410,LAC2054,TP2 - ZOOM,S1,Ana Bela Morais/José Alberto Olivença Duarte,,,11:00-12:30,,,
História do Cinema,97410,LAC2054,TP2A,S1,Ana Bela Morais/José Alberto Olivença Duarte,14:00-15:30,,,,,
